time,equity
2025-09-04 12:00:00+00:00,1000.0
2025-09-04 12:05:00+00:00,1000.0
2025-09-04 12:10:00+00:00,1000.0
2025-09-04 12:15:00+00:00,1000.0
2025-09-04 12:20:00+00:00,1000.0
2025-09-04 12:25:00+00:00,1000.0
2025-09-04 12:30:00+00:00,1000.0
2025-09-04 12:35:00+00:00,1000.0
2025-09-04 12:40:00+00:00,1000.0
2025-09-04 12:45:00+00:00,998.9199999999994
2025-09-04 12:50:00+00:00,998.9199999999994
2025-09-04 12:55:00+00:00,998.9199999999994
2025-09-04 13:00:00+00:00,998.9199999999994
2025-09-04 13:05:00+00:00,998.9199999999994
2025-09-04 13:10:00+00:00,998.9199999999994
2025-09-04 13:15:00+00:00,998.9199999999994
2025-09-04 13:20:00+00:00,998.9199999999994
2025-09-04 13:25:00+00:00,998.9199999999994
2025-09-04 13:30:00+00:00,999.3400000000004
2025-09-04 13:35:00+00:00,999.3400000000004
2025-09-04 13:40:00+00:00,999.3400000000004
2025-09-04 13:45:00+00:00,999.3400000000004
2025-09-04 13:50:00+00:00,999.3400000000004
2025-09-04 13:55:00+00:00,999.3400000000004
2025-09-04 14:00:00+00:00,999.3400000000004
2025-09-04 14:05:00+00:00,999.3400000000004
2025-09-04 14:10:00+00:00,999.3400000000004
2025-09-04 14:15:00+00:00,998.3599999999999
2025-09-04 14:20:00+00:00,998.3599999999999
2025-09-04 14:25:00+00:00,998.3599999999999
2025-09-04 14:30:00+00:00,998.3599999999999
2025-09-04 14:35:00+00:00,998.3599999999999
2025-09-04 14:40:00+00:00,998.3599999999999
2025-09-04 14:45:00+00:00,998.3599999999999
2025-09-04 14:50:00+00:00,998.3599999999999
2025-09-04 14:55:00+00:00,999.5599999999991
2025-09-04 15:00:00+00:00,999.5599999999991
2025-09-04 15:05:00+00:00,992.4200000000003
2025-09-04 15:10:00+00:00,992.4200000000003
2025-09-04 15:15:00+00:00,992.4200000000003
2025-09-04 15:20:00+00:00,992.4200000000003
2025-09-04 15:25:00+00:00,992.4200000000003
2025-09-04 15:30:00+00:00,992.4200000000003
2025-09-04 15:35:00+00:00,993.4599999999997
2025-09-04 15:40:00+00:00,993.4599999999997
2025-09-04 15:45:00+00:00,993.4599999999997
2025-09-04 15:50:00+00:00,993.4599999999997
2025-09-04 15:55:00+00:00,993.4599999999997
2025-09-04 16:00:00+00:00,993.4599999999997
2025-09-04 16:05:00+00:00,993.4599999999997
2025-09-04 16:10:00+00:00,993.4599999999997
2025-09-04 16:15:00+00:00,993.4599999999997
2025-09-04 16:20:00+00:00,993.4599999999997
2025-09-04 16:25:00+00:00,993.4599999999997
2025-09-04 16:30:00+00:00,993.4599999999997
2025-09-04 16:35:00+00:00,993.4599999999997
2025-09-04 16:40:00+00:00,992.3600000000001
2025-09-04 16:45:00+00:00,992.3600000000001
2025-09-04 16:50:00+00:00,992.3600000000001
2025-09-04 16:55:00+00:00,992.3600000000001
2025-09-04 17:00:00+00:00,992.3600000000001
2025-09-04 17:05:00+00:00,992.3600000000001
2025-09-04 17:10:00+00:00,992.3600000000001
2025-09-04 17:15:00+00:00,992.3600000000001
2025-09-04 17:20:00+00:00,992.3600000000001
2025-09-04 17:25:00+00:00,992.3600000000001
2025-09-04 17:30:00+00:00,992.3600000000001
2025-09-04 17:35:00+00:00,992.3600000000001
2025-09-04 17:40:00+00:00,992.3600000000001
2025-09-04 17:45:00+00:00,992.3600000000001
2025-09-04 17:50:00+00:00,994.23
2025-09-04 17:55:00+00:00,994.23
2025-09-04 18:00:00+00:00,994.23
2025-09-04 18:05:00+00:00,984.0
2025-09-04 18:10:00+00:00,984.0
2025-09-04 18:15:00+00:00,984.0
2025-09-04 18:20:00+00:00,984.0
2025-09-04 18:25:00+00:00,984.0
2025-09-04 18:30:00+00:00,984.0
2025-09-04 18:35:00+00:00,984.0
