,symbol,direction,lots,entry_price,sl,tp,entry_time,exit_time,exit_price,pnl,atr,status
0,EURGBP#,long,0.12,0.86607,0.8662775561233208,0.8667509907370664,2025-09-04 12:00:00+00:00,2025-09-04 12:45:00+00:00,0.86613,-1.0800000000006125,0.0002723962948265762,closed
1,EURGBP#,long,0.14,0.86613,0.8664466077146497,0.866711978131436,2025-09-04 12:45:00+00:00,2025-09-04 13:30:00+00:00,0.86631,0.4200000000009658,0.00023279125257441132,closed
2,EURGBP#,long,0.14,0.86631,0.8664097749822928,0.8668946606624207,2025-09-04 13:30:00+00:00,2025-09-04 14:15:00+00:00,0.86639,-0.9800000000004345,0.00023386426496827973,closed
3,EURGBP#,long,0.15,0.86639,0.8666582911688674,0.866958917970028,2025-09-04 14:15:00+00:00,2025-09-04 14:55:00+00:00,0.86662,1.199999999999287,0.0002275671880112239,closed
4,EURGBP#,long,0.14,0.86662,0.8664526009679046,0.8672149204710261,2025-09-04 14:55:00+00:00,2025-09-04 15:05:00+00:00,0.86626,-7.139999999998824,0.00023796818841048174,closed
5,EURGBP#,long,0.13,0.86626,0.8665332450169411,0.8669093191816502,2025-09-04 15:05:00+00:00,2025-09-04 15:35:00+00:00,0.86649,1.0399999999993816,0.0002597276726600507,closed
6,EURGBP#,long,0.1,0.86649,0.8665736854698843,0.867300232655088,2025-09-04 15:35:00+00:00,2025-09-04 16:40:00+00:00,0.86653,-1.0999999999996002,0.00032409306203524306,closed
7,EURGBP#,long,0.11,0.86653,0.8668581448964056,0.8672494790253771,2025-09-04 16:40:00+00:00,2025-09-04 17:50:00+00:00,0.86685,1.8699999999998564,0.0002877916101508096,closed
8,EURGBP#,long,0.11,0.86685,0.8664083149553,0.8675861417411668,2025-09-04 17:50:00+00:00,2025-09-04 18:05:00+00:00,0.86607,-10.230000000000032,0.00029445669646669504,closed
9,EURGBP#,long,0.1,0.86607,0.8666894301646415,0.8668558612993233,2025-09-04 18:05:00+00:00,2025-09-04 19:20:00+00:00,0.86693,7.099999999999719,0.00031434451972934445,closed
10,EURGBP#,long,0.14,0.86693,0.8669524649689694,0.8675314245883962,2025-09-04 19:20:00+00:00,2025-09-04 20:05:00+00:00,0.86677,-4.339999999999133,0.00024056983535848583,closed
11,EURGBP#,long,0.16,0.86677,0.8668798433371374,0.8672714466867878,2025-09-04 20:05:00+00:00,2025-09-04 21:10:00+00:00,0.86683,-1.4400000000008166,0.00020057867471511104,closed
12,EURGBP#,long,0.2,0.86683,0.8671375914635445,0.8672464351102167,2025-09-04 21:10:00+00:00,2025-09-04 22:05:00+00:00,0.86728,6.000000000001229,0.00016657404408667478,closed
13,EURGBP#,short,0.23,0.86728,0.8672030050033764,0.8669239786588612,2025-09-04 22:05:00+00:00,2025-09-04 22:50:00+00:00,0.86722,-2.0699999999986205,0.00014240853645556734,closed
14,EURGBP#,short,0.27,0.86722,0.8669841883898545,0.8669132975902961,2025-09-04 22:50:00+00:00,2025-09-04 23:55:00+00:00,0.86687,5.399999999998959,0.0001226809638815519,closed
15,EURGBP#,long,0.29,0.86687,0.8666987174152183,0.8671554709746362,2025-09-04 23:55:00+00:00,2025-09-05 00:00:00+00:00,0.86657,-13.05000000000226,0.00011418838985446411,closed
16,EURGBP#,long,0.25,0.86657,0.8668093958993385,0.8668975801907336,2025-09-05 00:00:00+00:00,2025-09-05 00:20:00+00:00,0.86694,5.500000000002313,0.00013103207629343614,closed
17,EURGBP#,long,0.25,0.86694,0.8669207036070826,0.8672665102516541,2025-09-05 00:20:00+00:00,2025-09-05 00:40:00+00:00,0.86691,-4.500000000002139,0.00013060410066161558,closed
18,EURGBP#,long,0.25,0.86691,0.8671288265594319,0.867235013908202,2025-09-05 00:40:00+00:00,2025-09-05 01:00:00+00:00,0.86727,5.250000000000675,0.00013000556328083147,closed
19,EURGBP#,short,0.23,0.86727,0.8669984133415568,0.8669170663985798,2025-09-05 01:00:00+00:00,2025-09-05 03:05:00+00:00,0.86691,4.830000000000618,0.00014117344056808917,closed
20,EURGBP#,long,0.37,0.86691,0.8669127308574754,0.8671310333538922,2025-09-05 03:05:00+00:00,2025-09-05 03:50:00+00:00,0.86671,-12.949999999999186,8.841334155688802e-05,closed
21,EURGBP#,long,0.32,0.86671,0.8668562899759015,0.8669679462237176,2025-09-05 03:50:00+00:00,2025-09-05 04:00:00+00:00,0.86697,3.5200000000012146,0.00010317848948707444,closed
22,EURGBP#,long,0.29,0.86697,0.8671769514588378,0.8672542750602464,2025-09-05 04:00:00+00:00,2025-09-05 04:45:00+00:00,0.86729,4.929999999999621,0.00011371002409855069,closed
23,EURGBP#,short,0.29,0.86729,0.8674595728117435,0.8670073786470943,2025-09-05 04:45:00+00:00,2025-09-05 04:55:00+00:00,0.8675,-10.44000000000126,0.00011304854116228579,closed
24,EURGBP#,short,0.26,0.8675,0.8672568033121295,0.8671878162824436,2025-09-05 04:55:00+00:00,2025-09-05 06:00:00+00:00,0.86715,5.200000000001884,0.00012487348702258763,closed
