time,open,high,low,close,volume
2025-01-02 13:00:00+00:00,1.24459,1.24535,1.24343,1.2453,4584
2025-01-02 14:00:00+00:00,1.2453,1.24566,1.24149,1.24195,4494
2025-01-02 15:00:00+00:00,1.24195,1.24206,1.23973,1.24035,7172
2025-01-02 16:00:00+00:00,1.24036,1.24106,1.23881,1.2399499999999999,6146
2025-01-02 17:00:00+00:00,1.2398,1.23986,1.23694,1.2374100000000001,7424
2025-01-02 18:00:00+00:00,1.23742,1.23786,1.23518,1.23737,8526
2025-01-02 19:00:00+00:00,1.23737,1.23798,1.23607,1.23715,5545
2025-01-02 20:00:00+00:00,1.2371699999999999,1.23754,1.2365599999999999,1.23684,4689
2025-01-02 21:00:00+00:00,1.23689,1.23776,1.23632,1.23681,3659
2025-01-02 22:00:00+00:00,1.23681,1.23845,1.23681,1.23776,3242
2025-01-02 23:00:00+00:00,1.23776,1.23815,1.23742,1.23742,1300
2025-01-03 00:00:00+00:00,1.2371,1.23823,1.23647,1.23793,984
2025-01-03 01:00:00+00:00,1.23795,1.238,1.2375099999999999,1.23789,886
2025-01-03 02:00:00+00:00,1.23786,1.23869,1.23774,1.2386,1930
2025-01-03 03:00:00+00:00,1.23861,1.23896,1.23815,1.23843,2938
2025-01-03 04:00:00+00:00,1.23843,1.23912,1.23833,1.23905,2535
2025-01-03 05:00:00+00:00,1.23906,1.23953,1.23904,1.23931,1502
2025-01-03 06:00:00+00:00,1.23931,1.23936,1.23898,1.23931,1189
2025-01-03 07:00:00+00:00,1.23932,1.2397,1.23853,1.23946,1887
2025-01-03 08:00:00+00:00,1.23946,1.24035,1.2394,1.24034,1831
2025-01-03 09:00:00+00:00,1.24034,1.24061,1.23867,1.23988,4341
2025-01-03 10:00:00+00:00,1.23988,1.24066,1.23899,1.2393,4522
2025-01-03 11:00:00+00:00,1.23929,1.2416,1.23925,1.24054,3668
2025-01-03 12:00:00+00:00,1.24054,1.24075,1.23857,1.23915,3352
2025-01-03 13:00:00+00:00,1.23915,1.24157,1.23915,1.24062,3241
2025-01-03 14:00:00+00:00,1.24061,1.24121,1.24024,1.24057,3086
2025-01-03 15:00:00+00:00,1.24058,1.24113,1.23983,1.24007,3667
2025-01-03 16:00:00+00:00,1.24007,1.24126,1.23929,1.24076,4558
2025-01-03 17:00:00+00:00,1.24042,1.24166,1.23874,1.24041,7939
2025-01-03 18:00:00+00:00,1.24039,1.24172,1.24018,1.2416800000000001,4598
2025-01-03 19:00:00+00:00,1.2416800000000001,1.24285,1.24152,1.24177,3639
2025-01-03 20:00:00+00:00,1.24177,1.24254,1.24149,1.24193,2987
2025-01-03 21:00:00+00:00,1.24192,1.24332,1.24175,1.24267,2758
2025-01-03 22:00:00+00:00,1.24267,1.24334,1.24235,1.24259,2797
2025-01-03 23:00:00+00:00,1.24257,1.24287,1.24192,1.24208,1106
2025-01-06 00:00:00+00:00,1.24142,1.24226,1.24094,1.24153,1549
2025-01-06 01:00:00+00:00,1.24158,1.24328,1.24156,1.24235,1248
2025-01-06 02:00:00+00:00,1.24236,1.24315,1.2417,1.24293,2643
2025-01-06 03:00:00+00:00,1.24294,1.2438,1.24256,1.24343,3735
2025-01-06 04:00:00+00:00,1.24342,1.24417,1.24319,1.2438500000000001,2968
2025-01-06 05:00:00+00:00,1.24384,1.24402,1.2431,1.24347,2424
2025-01-06 06:00:00+00:00,1.24346,1.24382,1.24315,1.24366,1635
2025-01-06 07:00:00+00:00,1.24366,1.24436,1.24349,1.24356,1755
2025-01-06 08:00:00+00:00,1.24355,1.24468,1.24348,1.2442199999999999,2569
2025-01-06 09:00:00+00:00,1.2442,1.24561,1.24374,1.2452,3368
2025-01-06 10:00:00+00:00,1.2452,1.24816,1.24515,1.24794,4931
2025-01-06 11:00:00+00:00,1.24794,1.2490700000000001,1.2469999999999999,1.24748,5304
2025-01-06 12:00:00+00:00,1.24749,1.2477800000000001,1.24626,1.24628,3729
2025-01-06 13:00:00+00:00,1.24624,1.25471,1.24546,1.25428,10180
2025-01-06 14:00:00+00:00,1.25428,1.25504,1.25252,1.25346,6502
2025-01-06 15:00:00+00:00,1.25346,1.25476,1.25197,1.2533400000000001,7425
2025-01-06 16:00:00+00:00,1.2533400000000001,1.2536399999999999,1.24677,1.25105,10247
2025-01-06 17:00:00+00:00,1.25105,1.25175,1.24929,1.25073,9318
2025-01-06 18:00:00+00:00,1.25078,1.25345,1.25039,1.25256,5637
2025-01-06 19:00:00+00:00,1.25256,1.25263,1.25011,1.25175,4013
2025-01-06 20:00:00+00:00,1.25176,1.25194,1.25047,1.25071,3556
2025-01-06 21:00:00+00:00,1.25072,1.25143,1.25018,1.25119,3148
2025-01-06 22:00:00+00:00,1.25119,1.25214,1.25105,1.25189,2110
2025-01-06 23:00:00+00:00,1.2518799999999999,1.25228,1.25119,1.25119,1471
2025-01-07 00:00:00+00:00,1.25119,1.25199,1.25086,1.25157,818
2025-01-07 01:00:00+00:00,1.25165,1.25182,1.25083,1.25086,853
2025-01-07 02:00:00+00:00,1.2509299999999999,1.25135,1.2503199999999999,1.2511700000000001,3029
2025-01-07 03:00:00+00:00,1.25116,1.25228,1.25053,1.25184,3551
2025-01-07 04:00:00+00:00,1.25183,1.25238,1.2515800000000001,1.25191,2157
2025-01-07 05:00:00+00:00,1.25192,1.25321,1.25162,1.2532,2049
2025-01-07 06:00:00+00:00,1.25322,1.25346,1.2528299999999999,1.25304,1878
2025-01-07 07:00:00+00:00,1.2530299999999999,1.2542,1.25288,1.2537,2393
2025-01-07 08:00:00+00:00,1.2537,1.25452,1.25346,1.2537099999999999,2525
2025-01-07 09:00:00+00:00,1.25373,1.25623,1.25367,1.2551700000000001,4967
2025-01-07 10:00:00+00:00,1.25518,1.25607,1.2530999999999999,1.25604,4902
2025-01-07 11:00:00+00:00,1.25604,1.25753,1.25594,1.25628,4185
2025-01-07 12:00:00+00:00,1.25621,1.25682,1.25542,1.2558,4049
2025-01-07 13:00:00+00:00,1.2558,1.2558799999999999,1.25336,1.25391,3465
2025-01-07 14:00:00+00:00,1.25392,1.25436,1.25232,1.25261,4360
2025-01-07 15:00:00+00:00,1.25262,1.25478,1.25234,1.25416,4525
2025-01-07 16:00:00+00:00,1.25417,1.25433,1.25266,1.25279,4764
2025-01-07 17:00:00+00:00,1.25314,1.25326,1.24794,1.24966,10204
2025-01-07 18:00:00+00:00,1.24967,1.25041,1.24829,1.24956,7744
2025-01-07 19:00:00+00:00,1.24956,1.25064,1.2488,1.24997,5705
2025-01-07 20:00:00+00:00,1.24996,1.25031,1.24835,1.24876,3888
