time,open,high,low,close,volume
2025-07-21 06:40:00+00:00,1.37256,1.37257,1.37234,1.37234,63
2025-07-21 06:45:00+00:00,1.37234,1.37256,1.37226,1.37255,154
2025-07-21 06:50:00+00:00,1.37256,1.37263,1.37244,1.37263,140
2025-07-21 06:55:00+00:00,1.3726099999999999,1.3726099999999999,1.37216,1.37218,283
2025-07-21 07:00:00+00:00,1.3721700000000001,1.37238,1.37206,1.37234,181
2025-07-21 07:05:00+00:00,1.37235,1.37238,1.37226,1.37238,78
2025-07-21 07:10:00+00:00,1.37238,1.37241,1.37228,1.37234,117
2025-07-21 07:15:00+00:00,1.37236,1.37244,1.37229,1.37234,99
2025-07-21 07:20:00+00:00,1.37234,1.37237,1.37233,1.37235,55
2025-07-21 07:25:00+00:00,1.37236,1.37236,1.37218,1.37219,116
2025-07-21 07:30:00+00:00,1.3721999999999999,1.3721999999999999,1.37211,1.37215,52
2025-07-21 07:35:00+00:00,1.37214,1.37221,1.37214,1.3721999999999999,104
2025-07-21 07:40:00+00:00,1.37221,1.3722400000000001,1.37214,1.37222,141
2025-07-21 07:45:00+00:00,1.37222,1.37232,1.37222,1.3722699999999999,64
2025-07-21 07:50:00+00:00,1.37226,1.37228,1.37216,1.3721999999999999,30
2025-07-21 07:55:00+00:00,1.37219,1.37233,1.37218,1.37228,88
2025-07-21 08:00:00+00:00,1.37229,1.37237,1.37207,1.37211,211
2025-07-21 08:05:00+00:00,1.3721,1.37223,1.37206,1.37216,169
2025-07-21 08:10:00+00:00,1.37218,1.37226,1.37212,1.37212,158
2025-07-21 08:15:00+00:00,1.37211,1.37212,1.37194,1.37194,156
2025-07-21 08:20:00+00:00,1.37196,1.37214,1.37194,1.37198,149
2025-07-21 08:25:00+00:00,1.3719700000000001,1.37198,1.37185,1.37189,182
2025-07-21 08:30:00+00:00,1.3719000000000001,1.3719000000000001,1.37175,1.37176,153
2025-07-21 08:35:00+00:00,1.37176,1.37178,1.3716599999999999,1.37178,120
2025-07-21 08:40:00+00:00,1.37177,1.37194,1.37177,1.37182,63
2025-07-21 08:45:00+00:00,1.37183,1.37184,1.3716599999999999,1.37177,150
2025-07-21 08:50:00+00:00,1.37179,1.37182,1.37169,1.37177,163
2025-07-21 08:55:00+00:00,1.37178,1.37178,1.37168,1.3717,151
2025-07-21 09:00:00+00:00,1.3717,1.37189,1.37168,1.37182,200
2025-07-21 09:05:00+00:00,1.37182,1.37184,1.37158,1.37161,225
2025-07-21 09:10:00+00:00,1.3716,1.37175,1.3715,1.3715899999999999,200
2025-07-21 09:15:00+00:00,1.3715899999999999,1.37207,1.37152,1.37198,191
2025-07-21 09:20:00+00:00,1.37198,1.3721,1.3719700000000001,1.37206,108
2025-07-21 09:25:00+00:00,1.37206,1.37209,1.3719299999999999,1.3719299999999999,158
2025-07-21 09:30:00+00:00,1.37194,1.37194,1.37172,1.37178,185
2025-07-21 09:35:00+00:00,1.37178,1.37185,1.3716,1.3716300000000001,130
2025-07-21 09:40:00+00:00,1.37164,1.37191,1.3715899999999999,1.37164,83
2025-07-21 09:45:00+00:00,1.37165,1.3719000000000001,1.37135,1.37135,157
2025-07-21 09:50:00+00:00,1.37135,1.37171,1.37134,1.37171,106
2025-07-21 09:55:00+00:00,1.37171,1.37179,1.37164,1.37179,95
2025-07-21 10:00:00+00:00,1.37179,1.37199,1.37152,1.37161,245
2025-07-21 10:05:00+00:00,1.3716,1.37218,1.3716,1.37206,211
2025-07-21 10:10:00+00:00,1.37208,1.3722699999999999,1.37205,1.3722400000000001,140
2025-07-21 10:15:00+00:00,1.37223,1.37237,1.37214,1.37225,97
2025-07-21 10:20:00+00:00,1.3722699999999999,1.37234,1.37212,1.37225,103
2025-07-21 10:25:00+00:00,1.37225,1.37233,1.3722400000000001,1.37226,186
2025-07-21 10:30:00+00:00,1.37226,1.37263,1.37225,1.3726099999999999,223
2025-07-21 10:35:00+00:00,1.3726099999999999,1.37266,1.37233,1.37245,142
2025-07-21 10:40:00+00:00,1.37245,1.37266,1.37241,1.37264,248
2025-07-21 10:45:00+00:00,1.37267,1.37274,1.37252,1.37252,109
2025-07-21 10:50:00+00:00,1.37253,1.37291,1.37253,1.37276,146
2025-07-21 10:55:00+00:00,1.37276,1.37277,1.37246,1.3725800000000001,306
2025-07-21 11:00:00+00:00,1.37255,1.37256,1.37232,1.37246,174
2025-07-21 11:05:00+00:00,1.37247,1.37249,1.37225,1.3722699999999999,117
2025-07-21 11:10:00+00:00,1.3722699999999999,1.37241,1.37218,1.37236,183
2025-07-21 11:15:00+00:00,1.37235,1.37242,1.37228,1.37238,131
2025-07-21 11:20:00+00:00,1.3724,1.37247,1.3721,1.37212,165
2025-07-21 11:25:00+00:00,1.37212,1.37225,1.37201,1.37218,149
2025-07-21 11:30:00+00:00,1.3721700000000001,1.3721999999999999,1.37179,1.37189,151
2025-07-21 11:35:00+00:00,1.3719299999999999,1.37198,1.37154,1.37155,264
2025-07-21 11:40:00+00:00,1.37155,1.37173,1.37152,1.37167,129
2025-07-21 11:45:00+00:00,1.37168,1.37183,1.37157,1.37175,98
2025-07-21 11:50:00+00:00,1.37174,1.37213,1.37161,1.37206,161
2025-07-21 11:55:00+00:00,1.37207,1.37225,1.37201,1.37203,278
2025-07-21 12:00:00+00:00,1.37203,1.37238,1.3719700000000001,1.37236,134
2025-07-21 12:05:00+00:00,1.37236,1.37245,1.3721999999999999,1.37236,187
2025-07-21 12:10:00+00:00,1.37237,1.3726,1.37234,1.3725800000000001,153
2025-07-21 12:15:00+00:00,1.37257,1.37272,1.37255,1.37267,51
2025-07-21 12:20:00+00:00,1.37267,1.37277,1.37255,1.37257,75
2025-07-21 12:25:00+00:00,1.37257,1.37257,1.37241,1.37243,81
2025-07-21 12:30:00+00:00,1.37244,1.37272,1.37244,1.3726,60
2025-07-21 12:35:00+00:00,1.3726099999999999,1.37269,1.3725399999999999,1.3725800000000001,158
2025-07-21 12:40:00+00:00,1.37257,1.37257,1.37235,1.37255,154
2025-07-21 12:45:00+00:00,1.37255,1.37259,1.37246,1.37257,173
2025-07-21 12:50:00+00:00,1.37256,1.3725800000000001,1.37242,1.37245,165
2025-07-21 12:55:00+00:00,1.37246,1.3725,1.37233,1.37243,151
2025-07-21 13:00:00+00:00,1.37242,1.37253,1.37237,1.37243,133
2025-07-21 13:05:00+00:00,1.37242,1.37252,1.3724,1.37248,66
2025-07-21 13:10:00+00:00,1.37248,1.3725100000000001,1.37234,1.37248,81
2025-07-21 13:15:00+00:00,1.37248,1.37264,1.37242,1.37243,70
2025-07-21 13:20:00+00:00,1.37244,1.37244,1.37221,1.37226,63
2025-07-21 13:25:00+00:00,1.37226,1.37226,1.37199,1.3719999999999999,77
2025-07-21 13:30:00+00:00,1.37204,1.37219,1.3719999999999999,1.37218,89
2025-07-21 13:35:00+00:00,1.37218,1.37219,1.37215,1.37216,39
2025-07-21 13:40:00+00:00,1.37218,1.37228,1.37215,1.37215,39
2025-07-21 13:45:00+00:00,1.37215,1.37218,1.37189,1.37189,49
2025-07-21 13:50:00+00:00,1.37189,1.3719999999999999,1.37187,1.37198,77
2025-07-21 13:55:00+00:00,1.37198,1.37207,1.37181,1.37182,152
2025-07-21 14:00:00+00:00,1.37182,1.37194,1.37171,1.37178,154
2025-07-21 14:05:00+00:00,1.37179,1.37181,1.37144,1.37149,94
2025-07-21 14:10:00+00:00,1.37147,1.3715,1.3709,1.3709500000000001,236
2025-07-21 14:15:00+00:00,1.37093,1.37109,1.37084,1.37104,152
2025-07-21 14:20:00+00:00,1.37104,1.37112,1.37063,1.3707,256
2025-07-21 14:25:00+00:00,1.3707,1.3709500000000001,1.37064,1.37066,131
2025-07-21 14:30:00+00:00,1.37066,1.3707799999999999,1.37049,1.37049,120
2025-07-21 14:35:00+00:00,1.37049,1.3706,1.37046,1.37048,90
2025-07-21 14:40:00+00:00,1.37048,1.37058,1.37029,1.3703699999999999,156
2025-07-21 14:45:00+00:00,1.37036,1.3704399999999999,1.37012,1.37032,158
2025-07-21 14:50:00+00:00,1.37031,1.3707,1.37031,1.3707,83
2025-07-21 14:55:00+00:00,1.3707,1.3707500000000001,1.3703699999999999,1.37049,129
2025-07-21 15:00:00+00:00,1.37048,1.37067,1.37046,1.37048,117
2025-07-21 15:05:00+00:00,1.37046,1.37057,1.3704,1.3704,124
2025-07-21 15:10:00+00:00,1.37039,1.37039,1.37013,1.37022,123
2025-07-21 15:15:00+00:00,1.37021,1.37038,1.37003,1.37011,103
2025-07-21 15:20:00+00:00,1.37011,1.37011,1.3697300000000001,1.3698299999999999,169
2025-07-21 15:25:00+00:00,1.36981,1.37011,1.36974,1.37011,154
2025-07-21 15:30:00+00:00,1.37018,1.37019,1.3698299999999999,1.3698299999999999,129
2025-07-21 15:35:00+00:00,1.36984,1.36984,1.36948,1.36963,153
2025-07-21 15:40:00+00:00,1.36963,1.3697300000000001,1.36952,1.36964,95
2025-07-21 15:45:00+00:00,1.36965,1.37015,1.36962,1.37015,153
2025-07-21 15:50:00+00:00,1.37015,1.37016,1.36962,1.36974,166
2025-07-21 15:55:00+00:00,1.36974,1.36988,1.36958,1.36985,206
2025-07-21 16:00:00+00:00,1.36985,1.37006,1.36982,1.37006,168
2025-07-21 16:05:00+00:00,1.37006,1.37062,1.37006,1.37058,106
2025-07-21 16:10:00+00:00,1.37057,1.37062,1.37036,1.37052,147
2025-07-21 16:15:00+00:00,1.37051,1.37062,1.37027,1.37035,168
2025-07-21 16:20:00+00:00,1.37035,1.37067,1.37035,1.37067,111
2025-07-21 16:25:00+00:00,1.37069,1.37085,1.3706,1.3707099999999999,117
2025-07-21 16:30:00+00:00,1.37072,1.37099,1.37064,1.37077,100
2025-07-21 16:35:00+00:00,1.37077,1.3710499999999999,1.37074,1.37103,176
2025-07-21 16:40:00+00:00,1.37103,1.3713199999999999,1.37096,1.37097,178
2025-07-21 16:45:00+00:00,1.37096,1.3713600000000001,1.37089,1.37126,276
2025-07-21 16:50:00+00:00,1.37127,1.3716300000000001,1.3710499999999999,1.37121,285
2025-07-21 16:55:00+00:00,1.3712,1.37145,1.37108,1.37134,227
2025-07-21 17:00:00+00:00,1.37133,1.37142,1.37027,1.37029,484
2025-07-21 17:05:00+00:00,1.3703,1.37042,1.36986,1.37011,439
2025-07-21 17:10:00+00:00,1.3701699999999999,1.37059,1.37,1.37043,313
2025-07-21 17:15:00+00:00,1.37045,1.37051,1.37009,1.3704,245
2025-07-21 17:20:00+00:00,1.3704100000000001,1.3707,1.3704100000000001,1.37051,183
2025-07-21 17:25:00+00:00,1.37051,1.37051,1.36993,1.37012,198
2025-07-21 17:30:00+00:00,1.3700999999999999,1.37035,1.3697,1.3699,225
2025-07-21 17:35:00+00:00,1.36989,1.36999,1.36925,1.36929,291
2025-07-21 17:40:00+00:00,1.36928,1.36979,1.36928,1.36977,193
2025-07-21 17:45:00+00:00,1.36978,1.37011,1.36963,1.36972,243
2025-07-21 17:50:00+00:00,1.36972,1.36996,1.36968,1.3697,266
2025-07-21 17:55:00+00:00,1.36968,1.36982,1.3695300000000001,1.36972,270
2025-07-21 18:00:00+00:00,1.3697300000000001,1.3697599999999999,1.36898,1.369,387
