time,open,high,low,close,volume
2025-07-21 06:40:00+00:00,1.16221,1.16247,1.1622,1.16244,109
2025-07-21 06:45:00+00:00,1.16243,1.16248,1.16236,1.1623999999999999,149
2025-07-21 06:50:00+00:00,1.16241,1.16252,1.16229,1.16229,100
2025-07-21 06:55:00+00:00,1.16229,1.16251,1.16227,1.16249,121
2025-07-21 07:00:00+00:00,1.1625,1.16259,1.16246,1.16256,141
2025-07-21 07:05:00+00:00,1.16257,1.16268,1.16254,1.16254,64
2025-07-21 07:10:00+00:00,1.16254,1.16262,1.16253,1.16254,132
2025-07-21 07:15:00+00:00,1.1625,1.1625,1.16234,1.16238,117
2025-07-21 07:20:00+00:00,1.16239,1.16241,1.16227,1.16233,48
2025-07-21 07:25:00+00:00,1.16233,1.16258,1.16233,1.16258,69
2025-07-21 07:30:00+00:00,1.1626,1.16267,1.16258,1.16267,42
2025-07-21 07:35:00+00:00,1.16266,1.16267,1.16252,1.16265,89
2025-07-21 07:40:00+00:00,1.16265,1.16279,1.1626,1.1627399999999999,55
2025-07-21 07:45:00+00:00,1.1627399999999999,1.1627399999999999,1.16258,1.16269,52
2025-07-21 07:50:00+00:00,1.1627,1.16292,1.16269,1.16287,108
2025-07-21 07:55:00+00:00,1.16288,1.16296,1.16283,1.16288,197
2025-07-21 08:00:00+00:00,1.16287,1.1631,1.16273,1.16304,159
2025-07-21 08:05:00+00:00,1.16304,1.16315,1.16296,1.1631,140
2025-07-21 08:10:00+00:00,1.16309,1.16311,1.16288,1.16299,84
2025-07-21 08:15:00+00:00,1.1630099999999999,1.16319,1.1630099999999999,1.16309,72
2025-07-21 08:20:00+00:00,1.16308,1.16309,1.16282,1.16305,102
2025-07-21 08:25:00+00:00,1.16304,1.16318,1.16304,1.16312,109
2025-07-21 08:30:00+00:00,1.16312,1.16337,1.1631,1.16336,103
2025-07-21 08:35:00+00:00,1.16336,1.16348,1.16318,1.16319,168
2025-07-21 08:40:00+00:00,1.16318,1.1632500000000001,1.16295,1.16315,241
2025-07-21 08:45:00+00:00,1.16315,1.16341,1.16314,1.16326,66
2025-07-21 08:50:00+00:00,1.1632500000000001,1.16341,1.16323,1.1633499999999999,139
2025-07-21 08:55:00+00:00,1.1633499999999999,1.16339,1.16329,1.16331,212
2025-07-21 09:00:00+00:00,1.16331,1.16331,1.16294,1.16313,392
2025-07-21 09:05:00+00:00,1.16313,1.16339,1.16305,1.16334,156
2025-07-21 09:10:00+00:00,1.16334,1.16347,1.16306,1.16329,225
2025-07-21 09:15:00+00:00,1.16328,1.16347,1.16295,1.16299,266
2025-07-21 09:20:00+00:00,1.163,1.16328,1.16288,1.16328,179
2025-07-21 09:25:00+00:00,1.16329,1.16366,1.1632500000000001,1.16356,179
2025-07-21 09:30:00+00:00,1.16357,1.16394,1.16354,1.16388,226
2025-07-21 09:35:00+00:00,1.16388,1.16403,1.16376,1.16399,139
2025-07-21 09:40:00+00:00,1.16399,1.16408,1.16368,1.16404,144
2025-07-21 09:45:00+00:00,1.16402,1.16421,1.16388,1.16416,146
2025-07-21 09:50:00+00:00,1.16415,1.16424,1.1639599999999999,1.1639599999999999,155
2025-07-21 09:55:00+00:00,1.16395,1.16414,1.16377,1.16409,276
2025-07-21 10:00:00+00:00,1.16412,1.16469,1.1639,1.16464,344
2025-07-21 10:05:00+00:00,1.16462,1.16462,1.1643,1.16449,248
2025-07-21 10:10:00+00:00,1.1645,1.1645,1.16416,1.16417,288
2025-07-21 10:15:00+00:00,1.16416,1.16419,1.1638600000000001,1.16399,211
2025-07-21 10:20:00+00:00,1.16403,1.16426,1.16398,1.1642299999999999,174
2025-07-21 10:25:00+00:00,1.16424,1.16432,1.16399,1.164,210
2025-07-21 10:30:00+00:00,1.16399,1.16402,1.16351,1.16373,323
2025-07-21 10:35:00+00:00,1.16371,1.16399,1.16365,1.16383,175
2025-07-21 10:40:00+00:00,1.16384,1.16444,1.16373,1.16414,351
2025-07-21 10:45:00+00:00,1.16414,1.16419,1.16393,1.16406,191
2025-07-21 10:50:00+00:00,1.16404,1.16409,1.1637,1.16406,273
2025-07-21 10:55:00+00:00,1.16407,1.16448,1.16407,1.1643,419
2025-07-21 11:00:00+00:00,1.16431,1.16438,1.16374,1.16383,209
2025-07-21 11:05:00+00:00,1.16381,1.16408,1.16378,1.16406,194
2025-07-21 11:10:00+00:00,1.16405,1.16406,1.16382,1.16388,165
2025-07-21 11:15:00+00:00,1.16387,1.16389,1.16361,1.1636199999999999,175
2025-07-21 11:20:00+00:00,1.1636199999999999,1.16395,1.1636,1.16383,245
2025-07-21 11:25:00+00:00,1.16382,1.1639599999999999,1.16369,1.16382,189
2025-07-21 11:30:00+00:00,1.16383,1.16478,1.1638,1.16465,283
2025-07-21 11:35:00+00:00,1.16463,1.16517,1.16462,1.16473,376
2025-07-21 11:40:00+00:00,1.16475,1.16489,1.16462,1.16477,276
2025-07-21 11:45:00+00:00,1.16476,1.165,1.16472,1.16489,214
2025-07-21 11:50:00+00:00,1.16488,1.16507,1.16412,1.16418,303
2025-07-21 11:55:00+00:00,1.16417,1.1643,1.16402,1.16418,496
2025-07-21 12:00:00+00:00,1.16418,1.16437,1.16406,1.16425,384
2025-07-21 12:05:00+00:00,1.16424,1.16446,1.1642000000000001,1.16433,287
2025-07-21 12:10:00+00:00,1.16433,1.16439,1.16414,1.16414,197
2025-07-21 12:15:00+00:00,1.16413,1.16431,1.16408,1.16427,266
2025-07-21 12:20:00+00:00,1.16426,1.16428,1.1638600000000001,1.16398,257
2025-07-21 12:25:00+00:00,1.16397,1.16424,1.16397,1.16424,212
2025-07-21 12:30:00+00:00,1.16422,1.16428,1.16381,1.16398,298
2025-07-21 12:35:00+00:00,1.16397,1.16408,1.16381,1.16398,250
